"","habitat"
"1936","land"
"1937","land"
"1938","land"
"1939","land"
"1940","land"
"1941","land"
"1942","land"
"1943","sea"
"1944","sea"
"1945","sea"
"1946","sea"
"1947","sea"
"1948","sea"
"1949","sea"
"1950","sea"
"1951","sea"
"1952","sea"
"1953","sea"
"1954","sea"
"1955","sea"
"1956","sea"
"1957","sea"
"1958","sea"
"1959","sea"
"1960","sea"
"1961","sea"
"1962","sea"
"1963","sea"
"1964","sea"
"1965","sea"
"1966","sea"
"1967","sea"
"1968","sea"
"1969","sea"
"1970","sea"
"1971","sea"
"1972","sea"
"1973","sea"
"1974","sea"
"1975","sea"
"1976","sea"
"1977","sea"
"1978","sea"
"1979","sea"
"1980","sea"
"1981","land"
"1982","land"
"1983","land"
"1984","land"
"1985","land"
"1986","land"
"1987","land"
"1988","land"
"1989","land"
"1990","land"
"1991","land"
"1992","land"
"1993","land"
"1994","land"
"1995","sea"
"1996","land"
"1997","land"
"1998","land"
"1999","sea"
"2000","sea"
"2001","sea"
"2002","sea"
"2003","sea"
"2004","sea"
"2005","sea"
"2006","sea"
"2007","sea"
"2008","sea"
"2009","sea"
"2010","sea"
"2011","sea"
"2012","sea"
"2013","sea"
"2014","sea"
"2015","sea"
"2016","sea"
"2017","sea"
"2018","sea"
"2019","sea"
"2020","sea"
"2021","sea"
"2022","sea"
"2023","sea"
"2024","sea"
"2025","sea"
"2026","sea"
"2027","sea"
"2028","sea"
"2029","sea"
"2030","sea"
"2031","sea"
"2032","sea"
"2033","sea"
"2034","sea"
"2035","sea"
"2036","sea"
"2037","sea"
"2038","sea"
"2039","sea"
"2040","sea"
"2041","sea"
"2042","sea"
"2043","sea"
"2044","land"
"2045","land"
"2046","land"
"2047","land"
"2048","land"
"2049","land"
"2050","land"
"2051","land"
"2052","land"
"2053","land"
"2054","land"
"2055","land"
"2056","land"
"2057","sea"
"2058","sea"
"2059","sea"
"2060","sea"
"2061","sea"
"2062","sea"
"2063","sea"
"2064","sea"
"2065","sea"
"2066","sea"
"2067","sea"
"2068","sea"
"2069","sea"
"2070","sea"
"2071","sea"
"2072","sea"
"2073","sea"
"2074","sea"
"2075","sea"
"2076","sea"
"2077","land"
"2078","land"
"2079","land"
"2080","sea"
"2081","sea"
"2082","sea"
"2083","sea"
"2084","sea"
"2085","sea"
"2086","sea"
"2087","sea"
"2088","sea"
"2089","sea"
"2090","sea"
"2091","sea"
"2092","sea"
"2093","sea"
"2094","sea"
"2095","sea"
"2096","sea"
"2097","sea"
"2098","sea"
"2099","sea"
"2100","sea"
"2101","sea"
"2102","sea"
"2103","sea"
"2104","sea"
"2105","sea"
"2106","sea"
"2107","sea"
"2108","sea"
"2109","sea"
"2110","sea"
"2111","sea"
"2112","sea"
"2113","sea"
"2114","land"
"2115","sea"
"2116","sea"
"2117","sea"
"2118","sea"
"2119","sea"
"2120","sea"
"2121","sea"
"2122","sea"
"2123","sea"
"2124","sea"
"2125","sea"
"2126","sea"
"2127","sea"
"2128","sea"
"2129","sea"
"2130","sea"
"2131","sea"
"2132","sea"
"2133","sea"
"2134","sea"
"2135","sea"
"2136","sea"
"2137","sea"
"2138","sea"
"2139","sea"
"2140","sea"
"2141","sea"
"2142","sea"
"2143","sea"
"2144","sea"
"2145","sea"
"2146","sea"
"2147","sea"
"2148","sea"
"2149","sea"
"2150","sea"
"2151","sea"
"2152","sea"
"2153","sea"
"2154","sea"
"2155","sea"
"2156","sea"
"2157","sea"
"2158","sea"
"2159","sea"
"2160","sea"
"2161","sea"
"2162","sea"
"2163","sea"
"2164","sea"
"2165","sea"
"2166","sea"
"2167","sea"
"2168","sea"
"2169","sea"
"2170","sea"
"2171","sea"
"2172","sea"
"2173","sea"
"2174","sea"
"2175","sea"
"2176","land"
"2177","land"
"2178","land"
"2179","land"
"2180","land"
"2181","land"
"2182","land"
"2183","land"
"2184","land"
"2185","land"
"2186","sea"
"2187","sea"
"2188","sea"
"2189","sea"
"2190","sea"
"2191","sea"
"2192","sea"
"2193","sea"
"2194","sea"
"2195","sea"
"2196","sea"
"2197","sea"
"2198","sea"
"2199","land"
"2200","land"
"2201","land"
"2202","land"
"2203","land"
"2204","land"
"2205","land"
"2206","land"
"2207","land"
"2208","land"
"2209","land"
"2210","land"
"2211","land"
"2212","land"
"2213","land"
"2214","land"
"2215","land"
"2216","land"
"2217","land"
"2218","land"
"2219","land"
"2220","sea"
"2221","sea"
"2222","sea"
"2223","sea"
"2224","sea"
"2225","sea"
"2226","sea"
"2227","sea"
"2228","sea"
"2229","sea"
"2230","sea"
"2231","sea"
"2232","sea"
"2233","sea"
"2234","sea"
"2235","sea"
"2236","sea"
"2237","sea"
"2238","sea"
"2239","sea"
"2240","land"
"2241","land"
"2242","land"
"2243","sea"
"2244","sea"
"2245","sea"
"2246","sea"
"2247","sea"
"2248","sea"
"2249","sea"
"2250","sea"
"2251","sea"
"2252","sea"
"2253","land"
"2254","land"
"2255","land"
"2256","land"
"2257","land"
"2258","land"
"2259","land"
"2260","land"
"2261","land"
"2262","land"
"2263","land"
"2264","sea"
"2265","sea"
"2266","sea"
"2267","sea"
"2268","sea"
"2269","sea"
"2270","sea"
"2271","sea"
"2272","sea"
"2273","sea"
"2274","sea"
"2275","sea"
"2276","land"
"2277","land"
"2278","sea"
"2279","land"
"2280","land"
"2281","land"
"2282","land"
"2283","land"
"2284","sea"
"2285","sea"
"2286","sea"
"2287","sea"
"2288","sea"
"2289","sea"
"2290","sea"
"2291","sea"
"2292","sea"
"2293","sea"
"2294","sea"
"2295","sea"
"2296","sea"
"2297","sea"
"2298","sea"
"2299","sea"
"2300","sea"
"2301","sea"
"2302","land"
"2303","land"
"2304","land"
"2305","land"
"2306","land"
"2307","sea"
"2308","land"
"2309","land"
"2310","land"
"2311","land"
"2312","land"
"2313","land"
"2314","land"
"2315","land"
"2316","sea"
"2317","sea"
"2318","land"
"2319","sea"
"2320","sea"
"2321","sea"
"2322","sea"
"2323","sea"
"2324","sea"
"2325","sea"
"2326","sea"
"2327","sea"
"2328","sea"
"2329","sea"
"2330","sea"
"2331","sea"
"2332","sea"
"2333","sea"
"2334","sea"
"2335","sea"
"2336","sea"
"2337","sea"
"2338","sea"
"2339","sea"
"2340","sea"
"2341","sea"
"2342","sea"
"2343","sea"
"2344","sea"
"2345","sea"
"2346","sea"
"2347","sea"
"2348","sea"
"2349","sea"
"2350","sea"
"2351","sea"
"2352","sea"
"2353","sea"
"2354","sea"
"2355","sea"
"2356","sea"
"2357","sea"
"2358","sea"
"2359","sea"
"2360","sea"
"2361","sea"
"2362","sea"
"2363","sea"
"2364","land"
"2365","land"
"2366","land"
"2367","land"
"2368","land"
"2369","land"
"2370","land"
"2371","land"
"2372","land"
"2373","land"
"2374","land"
"2375","sea"
"2376","sea"
"2377","sea"
"2378","sea"
"2379","sea"
"2380","sea"
"2381","sea"
"2382","sea"
"2383","sea"
"2384","sea"
"2385","sea"
"2386","sea"
"2387","sea"
"2388","sea"
"2389","sea"
"2390","sea"
"2391","sea"
"2392","sea"
"2393","sea"
"2394","sea"
"2395","sea"
"2396","sea"
"2397","sea"
"2398","sea"
"2399","sea"
"2400","sea"
"2401","sea"
"2402","sea"
"2403","sea"
"2404","sea"
"2405","sea"
"2406","sea"
"2407","sea"
"2408","sea"
"2409","sea"
"2410","sea"
"2411","sea"
"2412","sea"
"2413","sea"
"2414","sea"
"2415","sea"
"2416","sea"
"2417","sea"
"2418","sea"
"2419","sea"
"2420","sea"
"2421","sea"
"2422","sea"
"2423","sea"
"2424","sea"
"2425","sea"
"2426","sea"
"2427","sea"
"2428","sea"
"2429","sea"
"2430","sea"
"2431","sea"
"2432","sea"
"2433","sea"
"2434","sea"
"2435","sea"
"2436","sea"
"2437","sea"
"2438","sea"
"2439","sea"
"2440","sea"
"2441","sea"
"2442","sea"
"2443","sea"
"2444","sea"
"2445","sea"
"2446","sea"
"2447","sea"
"2448","sea"
"2449","sea"
"2450","sea"
"2451","sea"
"2452","sea"
"2453","sea"
"2454","sea"
"2455","sea"
"2456","sea"
"2457","sea"
"2458","sea"
"2459","sea"
"2460","sea"
"2461","sea"
"2462","sea"
"2463","sea"
"2464","sea"
"2465","sea"
"2466","sea"
"2467","sea"
"2468","sea"
"2469","sea"
"2470","sea"
"2471","sea"
"2472","sea"
"2473","sea"
"2474","sea"
"2475","sea"
"2476","sea"
"2477","sea"
"2478","sea"
"2479","sea"
"2480","sea"
"2481","sea"
"2482","sea"
"2483","sea"
"2484","sea"
"2485","sea"
"2486","sea"
"2487","sea"
"2488","sea"
"2489","sea"
"2490","sea"
"2491","sea"
"2492","sea"
"2493","sea"
"2494","sea"
"2495","sea"
"2496","sea"
"2497","land"
"2498","land"
"2499","land"
"2500","land"
"2501","land"
"2502","land"
"2503","land"
"2504","land"
"2505","land"
"2506","land"
"2507","sea"
"2508","sea"
"2509","sea"
"2510","sea"
"2511","sea"
"2512","sea"
"2513","sea"
"2514","sea"
"2515","sea"
"2516","sea"
"2517","sea"
"2518","land"
"2519","land"
"2520","land"
"2521","land"
"2522","land"
"2523","land"
"2524","land"
"2525","land"
"2526","land"
"2527","land"
"2528","land"
"2529","land"
"2530","land"
"2531","land"
"2532","land"
"2533","land"
"2534","land"
"2535","land"
"2536","land"
"2537","land"
"2538","land"
"2539","land"
"2540","sea"
"2541","sea"
"2542","sea"
"2543","sea"
"2544","sea"
"2545","sea"
"2546","sea"
"2547","sea"
"2548","sea"
"2549","sea"
"2550","sea"
"2551","sea"
"2552","sea"
"2553","sea"
"2554","sea"
"2555","sea"
"2556","sea"
"2557","sea"
"2558","sea"
"2559","sea"
"2560","sea"
"2561","land"
"2562","land"
"2563","sea"
"2564","sea"
"2565","sea"
"2566","sea"
"2567","sea"
"2568","sea"
"2569","sea"
"2570","sea"
"2571","sea"
"2572","sea"
"2573","land"
"2574","land"
"2575","land"
"2576","land"
"2577","land"
"2578","land"
"2579","land"
"2580","land"
"2581","land"
"2582","land"
"2583","land"
"2584","land"
"2585","sea"
"2586","sea"
"2587","sea"
"2588","sea"
"2589","sea"
"2590","sea"
"2591","sea"
"2592","sea"
"2593","sea"
"2594","sea"
"2595","sea"
"2596","land"
"2597","land"
"2598","land"
"2599","land"
"2600","land"
"2601","land"
"2602","land"
"2603","land"
"2604","land"
"2605","sea"
"2606","sea"
"2607","sea"
"2608","sea"
"2609","sea"
"2610","sea"
"2611","sea"
"2612","sea"
"2613","sea"
"2614","sea"
"2615","sea"
"2616","sea"
"2617","sea"
"2618","sea"
"2619","sea"
"2620","sea"
"2621","sea"
"2622","land"
"2623","land"
"2624","land"
"2625","land"
"2626","land"
"2627","sea"
"2628","sea"
"2629","land"
"2630","land"
"2631","land"
"2632","land"
"2633","land"
"2634","land"
"2635","land"
"2636","land"
"2637","land"
"2638","sea"
"2639","sea"
"2640","sea"
"2641","sea"
"2642","sea"
"2643","sea"
"2644","sea"
"2645","sea"
"2646","sea"
"2647","sea"
"2648","sea"
"2649","sea"
"2650","sea"
"2651","sea"
"2652","sea"
"2653","sea"
"2654","sea"
"2655","sea"
"2656","sea"
"2657","sea"
"2658","sea"
"2659","sea"
"2660","sea"
"2661","sea"
"2662","sea"
"2663","sea"
"2664","sea"
"2665","sea"
"2666","sea"
"2667","sea"
"2668","sea"
"2669","sea"
"2670","sea"
"2671","sea"
"2672","sea"
"2673","sea"
"2674","sea"
"2675","sea"
"2676","sea"
"2677","sea"
"2678","sea"
"2679","sea"
"2680","sea"
"2681","sea"
"2682","sea"
"2683","sea"
"2684","sea"
"2685","sea"
"2686","land"
"2687","land"
"2688","land"
"2689","land"
"2690","land"
"2691","land"
"2692","land"
"2693","land"
"2694","land"
"2695","land"
"2696","sea"
"2697","sea"
"2698","sea"
"2699","sea"
"2700","sea"
"2701","sea"
"2702","sea"
"2703","sea"
"2704","sea"
"2705","sea"
"2706","sea"
"2707","sea"
"2708","sea"
"2709","sea"
"2710","sea"
"2711","sea"
"2712","sea"
"2713","sea"
"2714","sea"
"2715","sea"
"2716","sea"
"2717","sea"
"2718","sea"
"2719","sea"
"2720","sea"
"2721","sea"
"2722","sea"
"2723","sea"
"2724","sea"
"2725","sea"
"2726","sea"
"2727","sea"
"2728","sea"
"2729","sea"
"2730","sea"
"2731","sea"
"2732","sea"
"2733","sea"
"2734","sea"
"2735","sea"
"2736","sea"
"2737","sea"
"2738","land"
"2739","sea"
"2740","sea"
"2741","sea"
"2742","sea"
"2743","sea"
"2744","sea"
"2745","sea"
"2746","sea"
"2747","sea"
"2748","sea"
"2749","sea"
"2750","sea"
"2751","sea"
"2752","sea"
"2753","sea"
"2754","sea"
"2755","sea"
"2756","sea"
"2757","sea"
"2758","sea"
"2759","sea"
"2760","sea"
"2761","sea"
"2762","sea"
"2763","sea"
"2764","sea"
"2765","sea"
"2766","sea"
"2767","sea"
"2768","sea"
"2769","sea"
"2770","sea"
"2771","sea"
"2772","sea"
"2773","sea"
"2774","sea"
"2775","sea"
"2776","sea"
"2777","sea"
"2778","sea"
"2779","sea"
"2780","sea"
"2781","sea"
"2782","sea"
"2783","sea"
"2784","sea"
"2785","sea"
"2786","sea"
"2787","sea"
"2788","sea"
"2789","sea"
"2790","sea"
"2791","sea"
"2792","sea"
"2793","sea"
"2794","sea"
"2795","sea"
"2796","sea"
"2797","sea"
"2798","sea"
"2799","sea"
"2800","sea"
"2801","sea"
"2802","sea"
"2803","sea"
"2804","sea"
"2805","sea"
"2806","sea"
"2807","sea"
"2808","sea"
"2809","sea"
"2810","sea"
"2811","sea"
"2812","sea"
"2813","sea"
"2814","sea"
"2815","sea"
"2816","sea"
"2817","sea"
"2818","land"
"2819","land"
"2820","land"
"2821","land"
"2822","land"
"2823","land"
"2824","land"
"2825","land"
"2826","land"
"2827","land"
"2828","sea"
"2829","sea"
"2830","sea"
"2831","sea"
"2832","sea"
"2833","sea"
"2834","sea"
"2835","sea"
"2836","sea"
"2837","sea"
"2838","land"
"2839","land"
"2840","land"
"2841","land"
"2842","land"
"2843","land"
"2844","land"
"2845","land"
"2846","land"
"2847","land"
"2848","land"
"2849","land"
"2850","land"
"2851","land"
"2852","land"
"2853","land"
"2854","land"
"2855","land"
"2856","land"
"2857","land"
"2858","land"
"2859","land"
"2860","sea"
"2861","sea"
"2862","sea"
"2863","sea"
"2864","sea"
"2865","sea"
"2866","sea"
"2867","sea"
"2868","sea"
"2869","sea"
"2870","sea"
"2871","sea"
"2872","sea"
"2873","sea"
"2874","sea"
"2875","sea"
"2876","sea"
"2877","sea"
"2878","sea"
"2879","sea"
"2880","sea"
"2881","land"
"2882","land"
"2883","sea"
"2884","sea"
"2885","sea"
"2886","sea"
"2887","sea"
"2888","sea"
"2889","sea"
"2890","sea"
"2891","sea"
"2892","sea"
"2893","sea"
"2894","land"
"2895","land"
"2896","land"
"2897","land"
"2898","land"
"2899","land"
"2900","land"
"2901","land"
"2902","land"
"2903","land"
"2904","land"
"2905","land"
"2906","sea"
"2907","sea"
"2908","sea"
"2909","sea"
"2910","sea"
"2911","sea"
"2912","sea"
"2913","sea"
"2914","sea"
"2915","sea"
"2916","land"
"2917","land"
"2918","land"
"2919","land"
"2920","land"
"2921","land"
"2922","land"
"2923","land"
"2924","land"
"2925","land"
"2926","sea"
"2927","sea"
"2928","sea"
"2929","sea"
"2930","sea"
"2931","sea"
"2932","sea"
"2933","sea"
"2934","sea"
"2935","sea"
"2936","sea"
"2937","sea"
"2938","sea"
"2939","sea"
"2940","sea"
"2941","sea"
"2942","sea"
"2943","land"
"2944","land"
"2945","land"
"2946","sea"
"2947","land"
"2948","land"
"2949","land"
"2950","land"
"2951","land"
"2952","sea"
"2953","land"
"2954","land"
"2955","land"
"2956","land"
"2957","land"
"2958","land"
"2959","land"
"2960","sea"
"2961","sea"
"2962","sea"
"2963","sea"
"2964","sea"
"2965","sea"
"2966","sea"
"2967","sea"
"2968","sea"
"2969","sea"
"2970","sea"
"2971","sea"
"2972","sea"
"2973","sea"
"2974","sea"
"2975","sea"
"2976","sea"
"2977","sea"
"2978","sea"
"2979","sea"
"2980","sea"
"2981","sea"
"2982","sea"
"2983","sea"
"2984","sea"
"2985","sea"
"2986","sea"
"2987","sea"
"2988","sea"
"2989","sea"
"2990","sea"
"2991","sea"
"2992","sea"
"2993","sea"
"2994","sea"
"2995","sea"
"2996","sea"
"2997","sea"
"2998","sea"
"2999","sea"
"3000","sea"
"3001","sea"
"3002","sea"
"3003","sea"
"3004","sea"
"3005","sea"
"3006","sea"
"3007","sea"
"3008","land"
"3009","land"
"3010","land"
"3011","land"
"3012","land"
"3013","land"
"3014","land"
"3015","sea"
"3016","sea"
"3017","sea"
"3018","land"
"3019","sea"
"3020","sea"
"3021","sea"
"3022","sea"
"3023","sea"
"3024","sea"
"3025","sea"
"3026","sea"
"3027","sea"
"3028","sea"
"3029","sea"
"3030","sea"
"3031","sea"
"3032","sea"
"3033","sea"
"3034","sea"
"3035","sea"
"3036","sea"
"3037","sea"
"3038","land"
"3039","land"
"3040","sea"
"3041","sea"
"3042","sea"
"3043","sea"
"3044","sea"
"3045","sea"
"3046","sea"
"3047","sea"
"3048","sea"
"3049","sea"
"3050","sea"
"3051","sea"
"3052","sea"
"3053","sea"
"3054","sea"
"3055","sea"
"3056","sea"
"3057","sea"
"3058","land"
"3059","sea"
"3060","sea"
"3061","sea"
"3062","sea"
"3063","sea"
"3064","sea"
"3065","sea"
"3066","sea"
"3067","sea"
"3068","sea"
"3069","sea"
"3070","sea"
"3071","sea"
"3072","sea"
"3073","sea"
"3074","sea"
"3075","sea"
"3076","sea"
"3077","sea"
"3078","sea"
"3079","sea"
"3080","sea"
"3081","sea"
"3082","sea"
"3083","sea"
"3084","sea"
"3085","sea"
"3086","sea"
"3087","sea"
"3088","sea"
"3089","sea"
"3090","sea"
"3091","sea"
"3092","sea"
"3093","sea"
"3094","sea"
"3095","sea"
"3096","sea"
"3097","sea"
"3098","sea"
"3099","sea"
"3100","sea"
"3101","sea"
"3102","sea"
"3103","sea"
"3104","sea"
"3105","sea"
"3106","sea"
"3107","sea"
"3108","sea"
"3109","sea"
"3110","sea"
"3111","sea"
"3112","sea"
"3113","sea"
"3114","sea"
"3115","sea"
"3116","sea"
"3117","sea"
"3118","sea"
"3119","sea"
"3120","sea"
"3121","sea"
"3122","sea"
"3123","sea"
"3124","sea"
"3125","sea"
"3126","sea"
"3127","sea"
"3128","sea"
"3129","sea"
"3130","sea"
"3131","sea"
"3132","sea"
"3133","sea"
"3134","sea"
"3135","sea"
"3136","sea"
"3137","sea"
"3138","sea"
"3139","land"
"3140","land"
"3141","land"
"3142","land"
"3143","land"
"3144","land"
"3145","land"
"3146","land"
"3147","land"
"3148","land"
"3149","sea"
"3150","sea"
"3151","sea"
"3152","sea"
"3153","sea"
"3154","sea"
"3155","sea"
"3156","sea"
"3157","sea"
"3158","sea"
"3159","land"
"3160","land"
"3161","land"
"3162","land"
"3163","land"
"3164","land"
"3165","land"
"3166","land"
"3167","land"
"3168","land"
"3169","land"
"3170","land"
"3171","land"
"3172","land"
"3173","land"
"3174","land"
"3175","land"
"3176","land"
"3177","land"
"3178","land"
"3179","land"
"3180","sea"
"3181","sea"
"3182","sea"
"3183","sea"
"3184","sea"
"3185","sea"
"3186","sea"
"3187","sea"
"3188","sea"
"3189","sea"
"3190","sea"
"3191","sea"
"3192","sea"
"3193","sea"
"3194","sea"
"3195","sea"
"3196","sea"
"3197","sea"
"3198","sea"
"3199","sea"
"3200","sea"
"3201","sea"
"3202","sea"
"3203","sea"
"3204","sea"
"3205","sea"
"3206","sea"
"3207","sea"
"3208","sea"
"3209","sea"
"3210","sea"
"3211","sea"
"3212","sea"
"3213","sea"
"3214","land"
"3215","land"
"3216","land"
"3217","land"
"3218","land"
"3219","land"
"3220","land"
"3221","land"
"3222","land"
"3223","land"
"3224","land"
"3225","land"
"3226","land"
"3227","sea"
"3228","sea"
"3229","sea"
"3230","sea"
"3231","sea"
"3232","sea"
"3233","sea"
"3234","sea"
"3235","land"
"3236","land"
"3237","land"
"3238","land"
"3239","land"
"3240","land"
"3241","land"
"3242","land"
"3243","land"
"3244","land"
"3245","land"
"3246","land"
"3247","sea"
"3248","sea"
"3249","sea"
"3250","sea"
"3251","sea"
"3252","sea"
"3253","sea"
"3254","sea"
"3255","sea"
"3256","sea"
"3257","sea"
"3258","sea"
"3259","sea"
"3260","sea"
"3261","sea"
"3262","sea"
"3263","sea"
"3264","sea"
"3265","sea"
"3266","sea"
"3267","land"
"3268","land"
"3269","land"
"3270","land"
"3271","sea"
"3272","sea"
"3273","sea"
"3274","land"
"3275","land"
"3276","land"
"3277","land"
"3278","land"
"3279","land"
"3280","land"
"3281","sea"
"3282","sea"
"3283","sea"
"3284","sea"
"3285","sea"
"3286","sea"
"3287","sea"
"3288","sea"
"3289","sea"
"3290","sea"
"3291","sea"
"3292","sea"
"3293","sea"
"3294","sea"
"3295","sea"
"3296","sea"
"3297","sea"
"3298","sea"
"3299","sea"
"3300","sea"
"3301","sea"
"3302","sea"
"3303","sea"
"3304","sea"
"3305","sea"
"3306","sea"
"3307","sea"
"3308","sea"
"3309","sea"
"3310","sea"
"3311","sea"
"3312","sea"
"3313","sea"
"3314","sea"
"3315","sea"
"3316","sea"
"3317","sea"
"3318","sea"
"3319","sea"
"3320","sea"
"3321","sea"
"3322","sea"
"3323","sea"
"3324","sea"
"3325","sea"
"3326","sea"
"3327","sea"
"3328","sea"
"3329","land"
"3330","land"
"3331","land"
"3332","land"
"3333","land"
"3334","land"
"3335","land"
"3336","land"
"3337","land"
"3338","land"
"3339","sea"
"3340","land"
"3341","sea"
"3342","sea"
"3343","sea"
"3344","sea"
"3345","sea"
"3346","sea"
"3347","sea"
"3348","sea"
"3349","sea"
"3350","sea"
"3351","sea"
"3352","sea"
"3353","sea"
"3354","sea"
"3355","sea"
"3356","sea"
"3357","sea"
"3358","sea"
"3359","sea"
"3360","sea"
"3361","land"
"3362","sea"
"3363","sea"
"3364","sea"
"3365","sea"
"3366","sea"
"3367","sea"
"3368","sea"
"3369","sea"
"3370","sea"
"3371","sea"
"3372","sea"
"3373","sea"
"3374","sea"
"3375","sea"
"3376","sea"
"3377","sea"
"3378","land"
"3379","sea"
"3380","sea"
"3381","sea"
"3382","sea"
"3383","sea"
"3384","sea"
"3385","sea"
"3386","sea"
"3387","sea"
"3388","sea"
"3389","sea"
"3390","sea"
"3391","sea"
"3392","sea"
"3393","sea"
"3394","sea"
"3395","sea"
"3396","sea"
"3397","sea"
"3398","sea"
"3399","sea"
"3400","sea"
"3401","sea"
"3402","sea"
"3403","sea"
"3404","sea"
"3405","sea"
"3406","sea"
"3407","sea"
"3408","sea"
"3409","sea"
"3410","sea"
"3411","sea"
"3412","sea"
"3413","sea"
"3414","sea"
"3415","sea"
"3416","sea"
"3417","sea"
"3418","sea"
"3419","sea"
"3420","sea"
"3421","sea"
"3422","sea"
"3423","sea"
"3424","sea"
"3425","sea"
"3426","sea"
"3427","sea"
"3428","sea"
"3429","sea"
"3430","sea"
"3431","sea"
"3432","sea"
"3433","sea"
"3434","sea"
"3435","sea"
"3436","sea"
"3437","sea"
"3438","sea"
"3439","sea"
"3440","sea"
"3441","sea"
"3442","sea"
"3443","sea"
"3444","sea"
"3445","sea"
"3446","sea"
"3447","sea"
"3448","sea"
"3449","sea"
"3450","sea"
"3451","sea"
"3452","sea"
"3453","sea"
"3454","sea"
"3455","sea"
"3456","sea"
"3457","sea"
"3458","sea"
"3459","land"
"3460","land"
"3461","land"
"3462","land"
"3463","land"
"3464","land"
"3465","land"
"3466","land"
"3467","land"
"3468","land"
"3469","land"
"3470","land"
"3471","land"
"3472","sea"
"3473","sea"
"3474","land"
"3475","sea"
"3476","sea"
"3477","sea"
"3478","sea"
"3479","land"
"3480","land"
"3481","land"
"3482","land"
"3483","land"
"3484","land"
"3485","land"
"3486","land"
"3487","land"
"3488","land"
"3489","land"
"3490","land"
"3491","land"
"3492","land"
"3493","land"
"3494","land"
"3495","land"
"3496","land"
"3497","land"
"3498","land"
"3499","land"
"3500","sea"
"3501","sea"
"3502","sea"
"3503","sea"
"3504","sea"
"3505","sea"
"3506","sea"
"3507","sea"
"3508","sea"
"3509","sea"
"3510","sea"
"3511","sea"
"3512","sea"
"3513","sea"
"3514","sea"
"3515","sea"
"3516","sea"
"3517","sea"
"3518","sea"
"3519","sea"
"3520","sea"
"3521","sea"
"3522","sea"
"3523","sea"
"3524","sea"
"3525","sea"
"3526","sea"
"3527","sea"
"3528","sea"
"3529","sea"
"3530","sea"
"3531","sea"
"3532","sea"
"3533","sea"
"3534","land"
"3535","land"
"3536","land"
"3537","land"
"3538","land"
"3539","land"
"3540","land"
"3541","land"
"3542","land"
"3543","land"
"3544","land"
"3545","land"
"3546","land"
"3547","land"
"3548","land"
"3549","sea"
"3550","sea"
"3551","land"
"3552","land"
"3553","land"
"3554","land"
"3555","land"
"3556","land"
"3557","land"
"3558","land"
"3559","land"
"3560","land"
"3561","land"
"3562","land"
"3563","land"
"3564","land"
"3565","land"
"3566","land"
"3567","sea"
"3568","sea"
"3569","sea"
"3570","sea"
"3571","sea"
"3572","sea"
"3573","sea"
"3574","sea"
"3575","sea"
"3576","sea"
"3577","sea"
"3578","sea"
"3579","sea"
"3580","sea"
"3581","sea"
"3582","sea"
"3583","sea"
"3584","sea"
"3585","sea"
"3586","sea"
"3587","land"
"3588","land"
"3589","land"
"3590","sea"
"3591","sea"
"3592","sea"
"3593","land"
"3594","land"
"3595","land"
"3596","land"
"3597","land"
"3598","land"
"3599","land"
"3600","land"
"3601","sea"
"3602","sea"
"3603","sea"
"3604","sea"
"3605","sea"
"3606","sea"
"3607","sea"
"3608","sea"
"3609","sea"
"3610","sea"
"3611","sea"
"3612","sea"
"3613","sea"
"3614","sea"
"3615","sea"
"3616","sea"
"3617","sea"
"3618","sea"
"3619","sea"
"3620","sea"
"3621","sea"
"3622","sea"
"3623","sea"
"3624","sea"
"3625","sea"
"3626","sea"
"3627","sea"
"3628","sea"
"3629","sea"
"3630","sea"
"3631","sea"
"3632","sea"
"3633","sea"
"3634","sea"
"3635","sea"
"3636","sea"
"3637","sea"
"3638","sea"
"3639","sea"
"3640","sea"
"3641","sea"
"3642","sea"
"3643","sea"
"3644","sea"
"3645","sea"
"3646","sea"
"3647","sea"
"3648","sea"
"3649","sea"
"3650","sea"
"3651","land"
"3652","land"
"3653","land"
"3654","land"
"3655","land"
"3656","land"
"3657","land"
"3658","sea"
"3659","sea"
"3660","sea"
"3661","sea"
"3662","sea"
"3663","sea"
"3664","sea"
"3665","sea"
"3666","sea"
"3667","sea"
"3668","sea"
"3669","sea"
"3670","sea"
"3671","sea"
"3672","sea"
"3673","sea"
"3674","sea"
"3675","sea"
"3676","sea"
"3677","sea"
"3678","sea"
"3679","sea"
"3680","sea"
"3681","sea"
"3682","sea"
"3683","sea"
"3684","sea"
"3685","sea"
"3686","sea"
"3687","sea"
"3688","sea"
"3689","sea"
"3690","sea"
"3691","sea"
"3692","sea"
"3693","sea"
"3694","sea"
"3695","sea"
"3696","sea"
"3697","sea"
"3698","land"
"3699","sea"
"3700","sea"
"3701","sea"
"3702","sea"
"3703","sea"
"3704","sea"
"3705","sea"
"3706","sea"
"3707","sea"
"3708","sea"
"3709","sea"
"3710","sea"
"3711","sea"
"3712","sea"
"3713","sea"
"3714","sea"
"3715","sea"
"3716","sea"
"3717","sea"
"3718","sea"
"3719","sea"
"3720","sea"
"3721","sea"
"3722","sea"
"3723","sea"
"3724","sea"
"3725","sea"
"3726","sea"
"3727","sea"
"3728","sea"
"3729","sea"
"3730","sea"
"3731","sea"
"3732","sea"
"3733","sea"
"3734","sea"
"3735","sea"
"3736","sea"
"3737","sea"
"3738","sea"
"3739","sea"
